No_Event,Event,Swimmers,School,Location,Date,TIME,PL,Against,House.name,Month,Spells,Times
23,200 FREE RELAY,Oliver Wood,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Gryffindor,December,NA,0
23,200 FREE RELAY,Marcus Flint,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Slytherin,December,NA,0
23,200 FREE RELAY,Cedric Diggory,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Hufflepuff,December,NA,0
23,200 FREE RELAY,Angelina Johnson,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Gryffindor,December,NA,0
29,100  BREAST,Olive Hornby,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Gryffindor,December,NA,0
32,400 FREE RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Ravenclaw,December,NA,0
32,400 FREE RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Hufflepuff,December,NA,0
32,400 FREE RELAY,Kenneth Towler,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Gryffindor,December,NA,0
32,400 FREE RELAY,Filius Flitwick,Hogwarts,Hogwarts,2019-12-15,00:00:00,DQ,Castelobruxo,Ravenclaw,December,NA,0
1,200 MEDLEY RELAY,Nymphadora Tonks,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
1,200 MEDLEY RELAY,Horace Slughorn,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
1,200 MEDLEY RELAY,Phineas Nigellus Black,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
1,200 MEDLEY RELAY,Regulus Black,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Rabastan Lestrange,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Miles Bletchley,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Harry Potter,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
3,200 MEDLEY RELAY,Ron Weasley,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
4,200 FREE,Hermione Granger,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
9,200 IM,Zacharias Smith,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
15,100 FLY,Ernie Macmillan,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
19,500 FREE,Katie Bell,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
21,200 FREE RELAY,Eloise Midgen,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
21,200 FREE RELAY,Ritchie Coote,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
21,200 FREE RELAY,Jack Sloper,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
21,200 FREE RELAY,Victoria Frobisher,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Neville Longbottom,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Ginny Weasley,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Romilda Vane,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Natalie McDonald,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
30,400 FREE RELAY,Cho Chang,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
30,400 FREE RELAY,Marietta Edgecombe,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
30,400 FREE RELAY,Mandy Brocklehurst,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
30,400 FREE RELAY,Michael Corner,Hogwarts,Durmstrang,2019-11-24,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
1,200 MEDLEY RELAY,Orla Quirke,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Beauxbatons,Ravenclaw,December,NA,0
1,200 MEDLEY RELAY,Stewart Ackerley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Beauxbatons,Ravenclaw,December,NA,0
1,200 MEDLEY RELAY,Susan Bones,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Beauxbatons,Hufflepuff,December,NA,0
1,200 MEDLEY RELAY,Eleanor Branstone,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Beauxbatons,Hufflepuff,December,NA,0
19,500 FREE,Aberforth Dumbledore,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Beauxbatons,Gryffindor,December,NA,0
26,100 BACK,Stephen Cornfoot,Hogwarts,Ilvermorny,2019-10-19,00:00:00,DQ,Ilvermorny,Slytherin,October,NA,0
9,200 IM,Fred Weasley,Hogwarts,Hogwarts,2019-11-09,00:00:00,DQ,Uagadou,Gryffindor,November,NA,0
13,100 FLY,Remus Lupin,Hogwarts,Hogwarts,2019-11-22,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
19,500 FREE,Filius Flitwick,Hogwarts,Hogwarts,2019-11-22,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
9,200 IM,Marietta Edgecombe,Hogwarts,Ilvermorny,2019-12-15,00:00:00,DQ,Ilvermorny,Ravenclaw,December,NA,0
25,100 BACK,Daphne Greengrass,Hogwarts,Ilvermorny,2019-12-15,00:00:00,DQ,Ilvermorny,Slytherin,December,NA,0
1,200 MEDLEY RELAY,Cedric Diggory,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Hufflepuff,December,NA,0
1,200 MEDLEY RELAY,Angelina Johnson,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
1,200 MEDLEY RELAY,Molly Weasley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
1,200 MEDLEY RELAY,Arthur Weasley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
3,200 MEDLEY RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Ravenclaw,December,NA,0
3,200 MEDLEY RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Ravenclaw,December,NA,0
3,200 MEDLEY RELAY,Sirius Black,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
3,200 MEDLEY RELAY,Peter Pettigrew,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
4,200 FREE,Minerva McGonagall,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
6,200 FREE,Lee Jordan,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
7,200 IM,Alicia Spinnet,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
9,200 IM,Madeline Cyr,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Hufflepuff,December,NA,0
13,100 FLY,Horace Slughorn,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
15,100 FLY,Regulus Black,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
17,100 FREE,Narcissa Malfoy,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
19,500 FREE,Rodolphus Lestrange,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
21,500 FREE,Miles Bletchley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
21,200 FREE RELAY,Harry Potter,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
21,200 FREE RELAY,Ron Weasley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
21,200 FREE RELAY,Hermione Granger,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
21,200 FREE RELAY,Colin Creevey,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
23,200 FREE RELAY,Blaise Zabini,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
23,200 FREE RELAY,Draco Malfoy,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
23,200 FREE RELAY,Dean Thomas,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
23,200 FREE RELAY,Millicent Bulstrode,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Slytherin,December,NA,0
25,100 BACK,Ernie Macmillan,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Hufflepuff,December,NA,0
29,100  BREAST,Katie Bell,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
30,400 FREE RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
30,400 FREE RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
30,400 FREE RELAY,Eloise Midgen,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
30,400 FREE RELAY,Ritchie Coote,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
32,400 FREE RELAY,Demelza Robins,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
32,400 FREE RELAY,Cormac McLaggen,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
32,400 FREE RELAY,Neville Longbottom,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
32,400 FREE RELAY,Ginny Weasley,Hogwarts,Hogwarts,2019-12-08,00:00:00,DQ,Uagadou,Gryffindor,December,NA,0
3,200 MEDLEY RELAY,Cho Chang,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
3,200 MEDLEY RELAY,Marietta Edgecombe,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
3,200 MEDLEY RELAY,Mandy Brocklehurst,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
3,200 MEDLEY RELAY,Michael Corner,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
4,200 FREE,Stephen Cornfoot,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
6,200 FREE,Anthony Goldstein,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
7,200 IM,Su Li,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Ravenclaw,October,NA,0
9,200 IM,Padma Patil,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
15,100 FLY,Eleanor Branstone,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Hufflepuff,October,NA,0
19,500 FREE,Megan Jones,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Hufflepuff,October,NA,0
21,500 FREE,Kevin Whitby,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Hufflepuff,October,NA,0
21,200 FREE RELAY,Rose Zeller,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Hufflepuff,October,NA,0
21,200 FREE RELAY,Terence Higgs,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
21,200 FREE RELAY,Adrian Pucey,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
21,200 FREE RELAY,Tracey Davis,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
23,200 FREE RELAY,Malcolm Baddock,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
23,200 FREE RELAY,Graham Pritchard,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
23,200 FREE RELAY,Lucius Malfoy,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
23,200 FREE RELAY,Tom Riddle,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
24,100 BACK,Percy Weasley,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
30,400 FREE RELAY,Albus Dumbledore,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
30,400 FREE RELAY,Rubeus Hagrid,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
30,400 FREE RELAY,Oliver Wood,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
30,400 FREE RELAY,Marcus Flint,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
32,400 FREE RELAY,James Potter,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
32,400 FREE RELAY,Lily Potter,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
32,400 FREE RELAY,Severus Snape,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Slytherin,October,NA,0
32,400 FREE RELAY,Olive Hornby,Hogwarts,Mahoutokoro,2019-10-27,00:00:00,DQ,Mahoutokoro,Gryffindor,October,NA,0
3,200 MEDLEY RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Ravenclaw,November,NA,0
3,200 MEDLEY RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Hufflepuff,November,NA,0
3,200 MEDLEY RELAY,Kenneth Towler,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
3,200 MEDLEY RELAY,Filius Flitwick,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Ravenclaw,November,NA,0
4,200 FREE,Nymphadora Tonks,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Hufflepuff,November,NA,0
6,200 FREE,Phineas Nigellus Black,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
7,200 IM,Regulus Black,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
9,200 IM,Narcissa Malfoy,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
13,100 FLY,Miles Bletchley,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
15,100 FLY,Ron Weasley,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
19,500 FREE,Hannah Abbott,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Hufflepuff,November,NA,0
21,500 FREE,Zacharias Smith,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Hufflepuff,November,NA,0
21,200 FREE RELAY,Blaise Zabini,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
21,200 FREE RELAY,Draco Malfoy,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
21,200 FREE RELAY,Dean Thomas,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
21,200 FREE RELAY,Millicent Bulstrode,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Slytherin,November,NA,0
23,200 FREE RELAY,Lavender Brown,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
23,200 FREE RELAY,Katie Bell,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
23,200 FREE RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
23,200 FREE RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
30,400 FREE RELAY,Demelza Robins,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
30,400 FREE RELAY,Cormac McLaggen,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
30,400 FREE RELAY,Neville Longbottom,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
30,400 FREE RELAY,Ginny Weasley,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
32,400 FREE RELAY,Mary MacDonald,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Gryffindor,November,NA,0
32,400 FREE RELAY,Penelope Clearwater,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Ravenclaw,November,NA,0
32,400 FREE RELAY,Roger Davies,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Ravenclaw,November,NA,0
32,400 FREE RELAY,Eddie Carmichael,Hogwarts,Hogwarts,2019-11-03,00:00:00,DQ,Castelobruxo,Ravenclaw,November,NA,0
3,200 MEDLEY RELAY,Morag McDougal,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
3,200 MEDLEY RELAY,Padma Patil,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
3,200 MEDLEY RELAY,Lisa Turpin,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
3,200 MEDLEY RELAY,Luna Lovegood,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
4,200 FREE,Orla Quirke,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Ravenclaw,November,NA,0
6,200 FREE,Susan Bones,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
7,200 IM,Eleanor Branstone,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
9,200 IM,Justin Finch-Fletchley,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
13,100 FLY,Kevin Whitby,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Hufflepuff,November,NA,0
15,100 FLY,Terence Higgs,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
19,500 FREE,Daphne Greengrass,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
21,500 FREE,Astoria Greengrass,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
21,200 FREE RELAY,Malcolm Baddock,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
21,200 FREE RELAY,Graham Pritchard,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
21,200 FREE RELAY,Lucius Malfoy,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
21,200 FREE RELAY,Tom Riddle,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
23,200 FREE RELAY,George Weasley,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Aberforth Dumbledore,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Albus Dumbledore,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
23,200 FREE RELAY,Rubeus Hagrid,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
25,100 BACK,Marcus Flint,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Slytherin,November,NA,0
32,400 FREE RELAY,Minerva McGonagall,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
32,400 FREE RELAY,Remus Lupin,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
32,400 FREE RELAY,Lee Jordan,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
32,400 FREE RELAY,Alicia Spinnet,Hogwarts,Durmstrang,2019-11-10,00:00:00,DQ,Durmstrang,Gryffindor,November,NA,0
1,200 MEDLEY RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
1,200 MEDLEY RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Hufflepuff,November,NA,0
1,200 MEDLEY RELAY,Kenneth Towler,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
1,200 MEDLEY RELAY,Filius Flitwick,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
3,200 MEDLEY RELAY,Bellatrix Lestrange,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Narcissa Malfoy,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Evan Rosier,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
3,200 MEDLEY RELAY,Rodolphus Lestrange,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
4,200 FREE,Rabastan Lestrange,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
6,200 FREE,Harry Potter,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
7,200 IM,Ron Weasley,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
13,100 FLY,Zacharias Smith,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Hufflepuff,November,NA,0
15,100 FLY,Draco Malfoy,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
19,500 FREE,Ernie Macmillan,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Hufflepuff,November,NA,0
21,500 FREE,Gregory Goyle,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Slytherin,November,NA,0
21,200 FREE RELAY,Lavender Brown,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
21,200 FREE RELAY,Katie Bell,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
21,200 FREE RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
21,200 FREE RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
23,200 FREE RELAY,Geoffrey Hooper,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
23,200 FREE RELAY,Andrew Kirke,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
23,200 FREE RELAY,Demelza Robins,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
23,200 FREE RELAY,Cormac McLaggen,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
25,100 BACK,Ginny Weasley,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
27,100  BREAST,Natalie McDonald,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
30,400 FREE RELAY,Mary MacDonald,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Gryffindor,November,NA,0
30,400 FREE RELAY,Penelope Clearwater,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
30,400 FREE RELAY,Roger Davies,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
30,400 FREE RELAY,Eddie Carmichael,Hogwarts,Hogwarts,2019-11-17,00:00:00,DQ,Beauxbatons,Ravenclaw,November,NA,0
1,200 MEDLEY RELAY,Morag McDougal,Hogwarts,Ilvermorny,2019-10-19,00:00:00,DQ,Ilvermorny,Ravenclaw,October,NA,0
